TF,DF,Word
7,4,commitjob
38,27,jobtrack
4,4,reset
25,17,stop
2,2,classload
42,30,report
4,3,requir
16,12,mapper
2,2,linuxcontainerexecutor
5,5,patch
3,3,ifileinputstream
4,3,partit
97,59,contain
8,5,view
5,4,respond
20,18,set
6,4,dump
9,7,startup
35,30,result
4,3,respons
3,3,corrupt
22,15,close
2,2,mapoutput
2,2,num-map
22,14,page
3,3,infinit
70,60,detect
2,2,jenkin
7,7,someth
8,5,jvmmanag
45,33,state
33,17,progress
2,2,experi
3,3,approach
2,2,accord
2,2,yarn+mr
8,3,parent
11,11,induc
3,2,cycl
122,89,job
20,18,succeed
5,5,key
14,9,interface
3,3,webapp
3,3,addit
2,2,startcontain
2,2,protect
2,2,clust
4,2,plugin
3,3,admin
3,2,fault
5,3,region
5,3,ramp
8,3,retir
3,2,inconsist
5,4,jobhistoryserv
10,10,context
4,4,logic
2,2,swallow
21,15,load
5,5,figur
6,5,instanti
65,40,schedul
8,7,address
2,2,arriv
2,2,heirarchi
16,12,shutdown
4,4,linux
4,2,cancel
5,3,respect
7,7,trust
11,9,assum
11,7,duplic
11,10,java
4,4,divid
5,5,coupl
3,2,skew
3,3,.
14,8,specul
5,4,trigger
3,3,treat
15,15,improve
2,2,infrastructur
4,4,thousand
3,3,resolut
4,3,understand
18,12,child
6,5,catch
84,74,case
133,91,exception
2,2,virtual
2,2,launcher
26,16,servic
29,19,properti
2,2,jstack
6,6,outofmemori
13,9,calcul
3,2,jobloc
19,15,jobclient
2,2,bin/mapr
64,50,error
2,2,decreas
51,29,tasktrack
10,7,loop
6,6,expir
4,3,spawn
2,2,containermanag
46,35,applic
4,3,metric
5,4,tabl
74,58,cluster
3,2,testdatadrivendbinputformat
3,3,archiv
9,7,conf
33,23,crash
4,4,disabl
6,5,author
7,7,receiv
3,3,parti
2,2,belong
7,4,classpath
34,32,hadoop
5,4,member
5,4,binari
33,19,split
58,41,complet
15,12,finish
9,4,raid
15,8,hostnam
6,5,optim
60,41,hang
3,3,hand
2,2,capabl
4,3,moment
59,39,user
28,24,chang
3,2,expand
12,11,travers
286,146,task
2,2,mapred-default.xml
7,7,scenario
4,3,defaultcontainerexecutor
4,3,inherit
4,4,contact
35,28,command
24,15,filesystem
5,5,spend
2,2,comment
5,5,construct
7,7,protocol
14,14,execut
6,6,obtain
3,3,rest
2,2,leafqueu
64,41,kill
7,7,spread
23,16,touch
7,5,death
2,2,org.apache.hadoop.mapred.ifileinputstream
3,2,localcontaineralloc
6,5,day
25,22,add
3,3,valid
17,15,input
3,3,save
7,6,transit
8,8,match
3,2,taskcontroller.cfg
2,2,format
35,28,read
3,2,taskrunn
2,2,piec
5,5,period
3,2,headroom
2,2,grid
3,3,know
3,3,background
3,3,world
3,2,password
8,7,insert
9,4,daemon
4,4,success
4,3,signal
3,3,anyth
7,7,resolv
46,35,server
3,3,collect
2,2,fs.default.nam
15,13,jobhistori
8,7,hung
79,49,output
28,21,manag
2,2,backlog
