TF,DF,Word
4,3,exceed
2,2,drop
3,3,deal
1,1,captur
2,1,regionload
5,4,interv
5,5,linux
2,2,back
5,1,pariti
1,1,intern
1,1,sampl
1,1,integ
15,10,flush
3,2,star
1,1,constitut
3,2,yarnchild
3,2,inputsplit
1,1,assertionerror
2,1,freez
2,2,and/or
1,1,keytab
3,2,clash
7,7,lead
2,1,columnfamilyinputformat
8,7,avoid
1,1,exec
2,2,definit
2,2,thank
1,1,overlap
1,1,htabledescriptor
2,2,track
1,1,substitut
2,2,tracker
15,10,exit
3,3,unit
13,11,condit
1,1,commitlogseg
2,1,combinefilerecordread
6,6,reproduc
7,5,leader
2,2,localhost
6,6,refer
10,10,machin
3,3,investig
1,1,throttl
2,1,truth
4,3,power
2,1,symlink
6,6,step
3,2,prefetch
2,2,didnt
1,1,promot
2,2,async
8,5,peer
2,1,linuxtaskcontrol
3,3,post
1,1,fsck
31,28,throw
1,1,simpler
8,6,session
28,15,socket
2,1,stag
1,1,yarn-site.xml
7,6,commun
1,1,scenari
2,1,ingest
6,4,page
2,1,degre
1,1,truncat
11,7,commit
17,12,hfile
4,4,backup
15,12,disabl
65,35,block
6,5,repair
2,2,htabl
1,1,effici
1,1,testassignmentmanag
2,2,encount
1,1,visit
1,1,encod
1,1,bound
2,1,linerecordread
1,1,guard
2,1,seqid
4,3,yarn-
3,3,splitlogmanag
2,2,ensur
2,2,mark
1,1,durabl
9,6,merg
2,1,jdbc
9,4,slot
7,3,transfer
19,18,support
1,1,rotat
2,2,iter
11,9,submit
33,25,custom
93,75,start
5,4,reli
4,4,keyspac
8,6,shufflehandl
6,6,includ
6,5,lot
2,2,replac
11,7,submiss
2,2,:
40,34,function
1,1,properli
1,1,unexpect
1,1,unwrap
3,3,forc
1,1,recommend
1,1,idea
4,4,skip
8,6,translat
7,5,heap
1,1,atom
1,1,jobtoken
2,1,placement
1,1,overflow
1,1,inlin
1,1,bug
2,1,framework
26,17,count
1,1,pull
1,1,immedi
2,1,consist
1,1,possibl
109,72,default
2,2,wish
1,1,caller
2,2,maximum
1,1,troubl
6,3,rack
1,1,non-determin
7,5,record
11,10,meta
29,19,limit
1,1,close_wait
2,1,rpc_address
1,1,export
40,35,problem
7,6,deadlock
2,1,bytebuff
1,1,happenin
12,12,expect
3,3,uber
4,4,featur
5,4,scanner
70,53,creat
1,1,flow
1,1,getdelegationtoken
2,2,chao
4,4,repres
2,2,chanc
2,2,replica
15,13,exist
1,1,numregion
138,88,file
4,2,leaf
3,2,ship
1,1,proport
2,1,rackresolv
41,31,check
2,2,fill
3,3,incorrect
1,1,encrypt
3,1,codec
2,2,extract
2,1,copyt
6,5,detail
6,3,refactor
19,16,event
7,7,field
5,4,cleanup
10,6,lookup
1,1,librari
5,5,branch
79,58,test
2,2,thousand
3,2,miniclust
250,135,node
10,3,notif
10,10,intend
3,3,determin
1,1,gigabyt
3,2,sequenc
8,6,stay
1,1,properl
1,1,slice
3,1,snitch
1,1,doubl
1,1,minimryarnclust
1,1,pool
1,1,feder
42,22,reduc
1,1,assert
1,1,backward
2,2,culprit
1,1,algorithm
41,25,directori
1,1,fsimag
3,3,descript
